UniversityName,Website,State,CostOnCampusOutOfState,CostOnCampusInState,CostOffCampusOutOfState,CostOffCampusInState,PercentAdmitted,UndergradEnrollment,NumAssociate,NumBachelor,SATReadWrite,SATMath,ACTComposite,GrandTotalUndergrad,ProgramEducation,ProgramEngineering,ProgramScience,ProgramMath,ProgramPhysicalScience,ProgramBusiness
Paul Mitchell the School-Springfield,springfield.paulmitchell.edu,MO,,,,,,168,0,,,,,227,,,,,,
Paul Mitchell the School-St Louis,school.paulmitchell.edu/stlouis,MO,,,,,,213,0,,,,,312,,,,,,
Paul Mitchell the School-St. George,paulmitchell.edu/stgeorge,UT,,,,,,60,0,,,,,62,,,,,,
Paul Mitchell the School-Tampa,paulmitchell.edu/tampa,FL,,,,,,218,0,,,,,368,,,,,,
Paul Mitchell the School-Temecula,paulmitchell.edu/temecula/,CA,,,,,,360,0,,,,,528,,,,,,
Paul Mitchell the School-Toledo,https://toledo.paulmitchell.edu/,OH,,,,,,165,0,,,,,246,,,,,,
Paul Mitchell the School-Tulsa,paulmitchell.edu/tulsa,OK,,,,,,193,0,,,,,294,,,,,,
Paul Mitchell the School-Tysons Corner,paulmitchell.edu/tysonscorner,VA,,,,,,189,0,,,,,290,,,,,,
Paul Mitchell the School-Webster,paulmitchell.edu/houston-webster,TX,,,,,,152,0,,,,,229,,,,,,
Paul Mitchell the School-Wichita,paulmitchell.edu/wichita,KS,,,,,,136,0,,,,,415,,,,,,
Paul Mitchell the School-Woodbridge,paulmitchell.edu/woodbridge,VA,,,,,,135,0,,,,,210,,,,,,
Paul Quinn College,www.pqc.edu,TX,19020,19020,12520,12520,90,550,0,41,362,350,13,714,25,,7,,,180
Paul Smiths College of Arts and Science,www.paulsmiths.edu,NY,45792,45792,31952,31952,86,745,61,155,,,,798,,,47,,,42
Payne Theological Seminary,www.payne.edu,OH,,,,,,0,0,0,,,,,,,,,,
PC AGE-Metropark,www.pcage.edu,NJ,,,,,,142,0,,,,,207,,,,,,
PCCenter,www.pccenterdallas.com,TX,,,,,,20,0,,,,,35,,,,,,
PCCTI IT and Healthcare,www.vervecollege.edu,IL,,,,,,170,0,,,,,354,,,,,,
PCI Academy-Ames,www.PCI-Academy.com,IA,,,,,,141,0,,,,,203,,,,,,
PCI Academy-Plymouth,www.PCI-Academy.com,MN,,,,,,122,0,,,,,215,,,,,,
PCI College,www.pci-ed.com,CA,,,,,,109,38,0,,,,147,,,,,,
PCI Health Training Center,www.pcihealth.edu,TX,,,,,,445,0,,,,,686,,,,,,
Pearl River Community College,www.prcc.edu,MS,15748,13350,11248,8850,,4836,886,,,,,6217,,,,,,
Peirce College,https://www.peirce.edu,PA,,,18260,18260,,1271,91,162,,,,2065,,,,,,492
Pellissippi State Community College,www.pstcc.edu/,TN,,,22264,9976,,10894,1458,,,,,15428,,,,,,
Peloton College,www.pelotoncollege.edu,TX,,,14264,14264,,160,11,,,,,272,,,,,,
Peloton College,pelotoncollege.edu/,TX,,,18131,18131,,70,0,,,,,135,,,,,,
Peninsula College,www.pencol.edu,WA,,,9163,8593,,2052,364,20,,,,3100,1,,,,,205
Penn Commercial Business/Technical School,www.penncommercial.edu,PA,,,25639,25639,80,237,37,,,,,315,,,,,,
Pennco Tech-Blackwood,www.penncotech.edu,NJ,,,,,,558,0,,,,,988,,,,,,
Pennco Tech-Bristol,www.penncotech.edu/pennco-bristol.php,PA,,,,,,368,32,,,,,527,,,,,,
Pennsylvania Academy of the Fine Arts,https://www.pafa.org,PA,61071,61071,44591,44591,90,199,0,24,,,,190,,,,,,
Pennsylvania College of Art and Design,www.pcad.edu,PA,38782,38782,30919,30919,44,251,0,44,,,,274,,,,,,
Pennsylvania College of Health Sciences,https://www.pacollege.edu/,PA,,,34612,34612,74,1693,250,130,,,,2052,,,5,,,
Pennsylvania College of Technology,https://www.pct.edu,PA,40292,33152,28748,21608,,5322,781,649,,,,5885,,,,,,518
Pennsylvania Gunsmith School,https://pagunsmith.edu,PA,,,,,,72,0,,,,,109,,,,,,
Pennsylvania Highlands Community College,www.pennhighlands.edu,PA,,,16760,13430,,2658,243,,,,,3581,,,,,,
Pennsylvania Institute of Health and Technology,www.piht.edu,PA,,,16837,16837,,88,31,,,,,153,,,,,,
Pennsylvania Institute of Technology,www.pit.edu,PA,,,15165,15165,,404,73,,,,,780,,,,,,
Pennsylvania State System of Higher Education-Central Office,www.passhe.edu,PA,,,,,,,,,,,,,,,,,,
Pennsylvania State University-College of Medicine,med.psu.edu/web/college/home,PA,,,,,,0,0,0,,,,,,,,,,
Pennsylvania State University-Dickinson Law,law.psu.edu/,PA,,,,,,0,0,0,,,,,,,,,,
Pennsylvania State University-Main Campus,www.psu.edu/,PA,53056,36652,40802,24398,56,40363,7,10720,580,580,25,43389,1168,7936,1654,563,1394,4890
Pennsylvania State University-Penn State Abington,abington.psu.edu/,PA,41476,32722,29222,20468,85,3746,17,671,500,510,22,4570,109,375,43,5,10,649
Pennsylvania State University-Penn State Altoona,altoona.psu.edu/,PA,42648,33396,30394,21142,91,3244,13,308,500,500,20,3690,173,339,31,10,22,352
Pennsylvania State University-Penn State Beaver,beaver.psu.edu/,PA,40084,31900,27830,19646,64,622,0,92,490,510,20,735,3,75,4,,7,141
Pennsylvania State University-Penn State Berks,berks.psu.edu/,PA,42648,33396,30394,21142,87,2578,39,416,500,500,21,3012,88,412,62,2,13,409
Pennsylvania State University-Penn State Brandywine,brandywine.psu.edu/,PA,41226,32666,28972,20412,87,1351,3,160,480,480,21,1587,8,178,8,3,8,178
Pennsylvania State University-Penn State DuBois,dubois.psu.edu/,PA,,,27830,19646,85,564,65,36,490,490,19,672,14,66,1,1,7,66
Pennsylvania State University-Penn State Erie-Behrend College,behrend.psu.edu/,PA,42648,33396,30394,21142,89,4152,28,686,520,530,22,4659,72,1519,98,18,48,791
Pennsylvania State University-Penn State Fayette- Eberly,fayette.psu.edu/,PA,,,27830,19646,80,640,23,108,490,470,17,719,2,53,,,1,104
Pennsylvania State University-Penn State Great Valley,greatvalley.psu.edu/,PA,,,,,,0,0,0,,,,,,,,,,
Pennsylvania State University-Penn State Greater Allegheny,greaterallegheny.psu.edu/,PA,40084,31900,27830,19646,87,462,1,71,460,470,23,553,8,47,26,,3,94
Pennsylvania State University-Penn State Harrisburg,harrisburg.psu.edu,PA,42648,33396,30394,21142,88,4191,4,732,520,530,23,4710,125,1246,61,20,15,663
Pennsylvania State University-Penn State Hazleton,hazleton.psu.edu/,PA,41226,32666,28972,20412,86,676,49,56,460,470,20,868,14,103,1,,3,74
Pennsylvania State University-Penn State Lehigh Valley,lehighvalley.psu.edu/,PA,,,28972,20412,85,912,1,105,500,510,19,1060,9,122,7,1,4,195
Pennsylvania State University-Penn State Mont Alto,montalto.psu.edu/,PA,40084,31900,27830,19646,76,830,68,73,480,490,22,1038,4,57,,,4,91
Pennsylvania State University-Penn State New Kensington,newkensington.psu.edu/,PA,,,27830,19646,80,585,30,75,500,490,18,747,8,87,11,1,2,64
Pennsylvania State University-Penn State Schuylkill,schuylkill.psu.edu/,PA,41226,32666,28972,20412,74,609,30,79,450,440,,830,15,26,17,,1,79
Pennsylvania State University-Penn State Scranton,scranton.psu.edu/,PA,,,28972,20412,82,992,2,135,480,490,16,1131,17,75,7,,3,204
Pennsylvania State University-Penn State Shenango,shenango.psu.edu,PA,,,27310,19286,75,419,44,47,445,455,18,595,,5,,,1,38
Pennsylvania State University-Penn State Wilkes-Barre,wilkesbarre.psu.edu/,PA,,,27714,19530,86,429,2,76,490,500,24,529,5,114,,,9,68
Pennsylvania State University-Penn State York,york.psu.edu/,PA,,,28972,20412,85,935,13,73,510,520,21,1114,16,115,16,4,7,114
Pennsylvania State University-World Campus,worldcampus.psu.edu/,PA,,,17682,17682,54,8346,202,1381,510,480,21,11643,9,169,61,3,53,2514
Penrose Academy,penrose.edu/,AZ,,,,,,256,0,,,,,268,,,,,,
Pensacola School of Massage Therapy & Health Careers,www.psmthc.com,FL,,,,,,25,0,,,,,143,,,,,,
Pensacola State College,www.pensacolastate.edu,FL,,,15008,6837,,9773,1556,152,,,,13734,43,,,,,840
Penta County Joint Vocational School,www.pentacareercenter.org,OH,,,,,,39,0,,,,,81,,,,,,
Pentecostal Theological Seminary,www.ptseminary.edu/,TN,,,,,,204,0,0,,,,273,,,,,,
Pepperdine University,www.pepperdine.edu/,CA,73002,73002,57682,57682,36,3627,0,878,610,610,26,3759,32,,221,44,50,1014
Peralta Community College System Office,www.peralta.edu,CA,,,,,,,,,,,,,,,,,,
Perry Technical Institute,www.perrytech.edu/,WA,,,,,,903,17,,,,,1228,,,,,,
Peru State College,www.peru.edu,NE,20232,20232,11592,11592,,1851,0,278,,,,2703,311,,55,10,,403
Pets Playground Grooming School,www.petsplayground.careers,FL,,,,,,7,0,,,,,12,,,,,,
Pfeiffer University,www.pfeiffer.edu,NC,44960,44960,33734,33734,65,900,0,183,450,450,17,881,72,,164,3,4,142
Phagans Beauty College,www.phagans-schools.com,OR,,,,,,48,0,,,,,87,,,,,,
Phagans Central Oregon Beauty College,www.phagans-schools.com,OR,,,,,,87,0,,,,,169,,,,,,
Phagans Grants Pass College of Beauty,www.phagans-schools.com,OR,,,,,,42,0,,,,,51,,,,,,
Phagans Medford Beauty School,www.phagans-schools.com,OR,,,,,,34,0,,,,,65,,,,,,
Phagans School of Beauty,www.phagans-schools.com,OR,,,,,,32,0,,,,,60,,,,,,
Phagans School of Hair Design,www.phagans.com,OR,,,,,,163,0,,,,,210,,,,,,
Phagans School of Hair Design-Portland,,OR,,,,,,,,,,,,,,,,,,
Philadelphia College of Osteopathic Medicine,www.pcom.edu,PA,,,,,,0,0,0,,,,,,,,,,
Philadelphia Technician Training,www.ptt.edu,PA,,,,,,170,0,,,,,776,,,,,,
Philander Smith College,https://www.philander.edu,AR,26007,26007,17961,17961,,1000,0,89,,,,1049,57,,189,31,15,195
Phillips Community College of the University of Arkansas,www.pccua.edu,AR,,,11210,9770,,1520,127,,,,,2144,,,,,,
Phillips Graduate University,pgu.edu,CA,,,,,,0,0,0,,,,,,,,,,
Phillips School of Nursing at Mount Sinai Beth Israel,www.pson.edu,NY,,,45195,45195,67,199,42,19,,,,217,,,,,,
Phillips Theological Seminary,www.ptstulsa.edu/Home.aspx,OK,,,,,,0,0,0,,,,,,,,,,
Phoenix College,www.phoenixcollege.edu,AZ,,,16874,11090,,10959,1012,,,,,17335,,,,,,
Phoenix Institute of Herbal Medicine & Acupuncture,www.pihma.edu,AZ,,,,,,0,0,0,,,,,,,,,,
Phoenix Seminary,www.ps.edu/,AZ,,,,,,0,0,0,,,,,,,,,,
PiBerry Institute,https://www.piberry.edu/,FL,,,,,,54,0,,,,,73,,,,,,
Pickaway Ross Joint Vocational School District,www.pickawayross.com,OH,,,,,,258,0,,,,,588,,,,,,
Pickens Technical College,www.pickenstech.org,CO,,,11218,7738,,1212,0,,,,,1344,,,,,,
Piedmont College,www.piedmont.edu,GA,40478,40478,30310,30310,60,1263,0,267,500,470,19,1473,240,37,50,6,10,164
Piedmont Community College,www.piedmontcc.edu,NC,,,15775,9628,,1287,143,,,,,1692,,,,,,
Piedmont International University,www.piedmontu.edu,NC,20829,20829,12520,12520,34,496,6,48,440,450,16,394,59,,,,,179
Piedmont Technical College,www.ptc.edu,SC,,,14241,12993,,4491,592,,,,,6206,,,,,,
Piedmont Virginia Community College,www.pvcc.edu,VA,,,17018,11090,,5445,538,,,,,7420,,,,,,
Pierce College-Fort Steilacoom,www.pierce.ctc.edu,WA,18832,18404,9740,9312,,6067,1245,22,,,,10611,243,,,,,422
Pierce College-Puyallup,www.pierce.ctc.edu,WA,,,9830,9402,,4453,645,,,,,7096,,,,,,
Pierpont Community and Technical College,https://www.pierpont.edu/,WV,24844,18078,15204,8438,,1828,314,,,,,2294,,,,,,
Pike County Joint Vocational School District,www.pikectc.org,OH,,,,,,13,0,,,,,78,,,,,,
Pike-Lincoln Technical Center,pltc.k12.mo.us,MO,,,,,,33,0,,,,,31,,,,,,
Pikes Peak Community College,www.ppcc.edu,CO,,,22047,10959,,13204,1802,0,,,,18604,188,,,,,473
Pillar College,www.pillar.edu,NJ,,,27600,27600,,505,45,58,,,,613,,,,,,88
Pima Community College,www.pima.edu,AZ,,,12378,7062,,19594,2074,,,,,33740,,,,,,
Pima Medical Institute-Albuquerque,pmi.edu,NM,,,,,,565,155,,,,,1309,,,,,,
Pima Medical Institute-Albuquerque West,www.pmi.edu,NM,,,,,,71,0,,,,,193,,,,,,
Pima Medical Institute-Aurora,pmi.edu,CO,,,,,,230,12,,,,,509,,,,,,
Pima Medical Institute-Chula Vista,pmi.edu,CA,,,,,,551,135,,,,,1413,,,,,,
Pima Medical Institute-Colorado Springs,pmi.edu,CO,,,,,,397,33,,,,,919,,,,,,
Pima Medical Institute-Denver,pmi.edu,CO,,,,,,631,141,,,,,1287,,,,,,
Pima Medical Institute-Dillon,www.pmi.edu,MT,,,,,,43,10,,,,,62,,,,,,
Pima Medical Institute-East Valley,pmi.edu,AZ,,,,,,340,43,,,,,899,,,,,,
Pima Medical Institute-El Paso,www.pmi.edu,TX,,,,,,483,52,,,,,890,,,,,,
Pima Medical Institute-Houston,pmi.edu,TX,,,,,,784,162,,,,,1709,,,,,,
Pima Medical Institute-Las Vegas,pmi.edu,NV,,,,,,707,158,,,,,1336,,,,,,
Pima Medical Institute-Mesa,pmi.edu,AZ,,,,,,708,161,,,,,1578,,,,,,
Pima Medical Institute-Phoenix,www.pmi.edu,AZ,,,,,,547,23,,,,,1197,,,,,,
Pima Medical Institute-Renton,pmi.edu,WA,,,,,,497,57,,,,,1211,,,,,,
Pima Medical Institute-San Marcos,pmi.edu,CA,,,,,,223,0,,,,,238,,,,,,
Pima Medical Institute-Seattle,pmi.edu,WA,,,,,,468,165,,,,,996,,,,,,
Pima Medical Institute-Tucson,pmi.edu,AZ,,,,,,1851,418,337,,,,3535,,,,,,
Pine Manor College,www.pmc.edu,MA,48290,48290,36460,36460,41,373,10,40,,,,459,6,,11,,,24
Pine Technical & Community College,www.pine.edu,MN,,,14499,10824,,2020,79,,,,,2687,,,,,,
Pinellas Technical College-Clearwater,www.myptc.edu,FL,,,,,,520,0,,,,,1607,,,,,,
Pinellas Technical College-St. Petersburg,www.myptc.edu,FL,,,,,,474,0,,,,,1912,,,,,,
Pineville Beauty School,www.pinevillebeauty.com,LA,,,,,,67,0,,,,,81,,,,,,
Pinnacle Career Institute-Lawrence,www.pcitraining.edu,KS,,,,,,,,,,,,,,,,,,
Pinnacle Career Institute-North Kansas City,www.pcitraining.edu,MO,,,,,,5,2,,,,,99,,,,,,
Pinnacle Career Institute-South Kansas City,PCITRAINING.EDU,MO,,,,,,221,58,,,,,432,,,,,,
Pinnacle Institute of Cosmetology,pinnacleinstitute.edu,NC,,,,,,45,0,,,,,84,,,,,,
Pioneer Career and Technology Center,www.pctc.k12.oh.us/,OH,,,,,,10,0,,,,,27,,,,,,
Pioneer Pacific College,www.pioneerpacific.edu,OR,,,16416,16416,,892,226,17,,,,1509,,,,,,187
Pioneer Technology Center,pioneertech.edu,OK,,,,,,463,0,,,,,522,,,,,,
Pipo Academy of Hair Design,www.pipoacademy.com,TX,,,,,,30,0,,,,,30,,,,,,
PITC Institute,www.pitc.edu,PA,,,,,,206,0,,,,,370,,,,,,
Pitt Community College,www.pittcc.edu,NC,,,13988,9380,,8185,1068,,,,,12206,,,,,,
Pittsburg State University,www.pittstate.edu,KS,31246,19902,24080,12736,90,5402,22,1143,,,18,6410,607,,297,16,80,1023
Pittsburgh Career Institute,www.pci.edu,PA,,,30950,30950,,136,93,,,,,354,,,,,,
Pittsburgh Institute of Aeronautics,www.pia.edu,PA,,,31174,31174,,499,86,,,,,1053,,,,,,
Pittsburgh Institute of Mortuary Science Inc,www.pims.edu,PA,,,,,63,217,86,,,,,327,,,,,,
Pittsburgh Technical College,www.ptcollege.edu,PA,33683,33683,24233,24233,,1651,584,11,,,,2546,,,,,,184
Pittsburgh Theological Seminary,https://www.pts.edu,PA,,,,,,0,0,0,,,,,,,,,,
Pitzer College,https://www.pitzer.edu,CA,72900,72900,57154,57154,13,1072,0,254,,,,1099,,,46,36,17,46
Pivot Point Academy,www.pivotpoint.edu,IL,,,,,,81,0,,,,,127,,,,,,
PJ's College of Cosmetology-Bowling Green,GOTOPJS.COM,KY,,,,,,217,0,,,,,471,,,,,,
PJ's College of Cosmetology-Clarksville,GOTOPJS.COM,IN,,,,,,102,0,,,,,172,,,,,,
PJ's College of Cosmetology-Glasgow,GOTOPJS.COM,KY,,,,,,32,0,,,,,71,,,,,,
PJ's College of Cosmetology-Richmond,GOTOPJS.COM,IN,,,,,,38,0,,,,,70,,,,,,
Platt College,www.plattcolleges.edu,OK,,,,,,267,93,,,,,588,,,,,,
Platt College-Anaheim,www.plattcollege.edu,CA,,,22476,22476,,349,53,0,,,,421,,,,,,14
Platt College-Arizona Automotive Institute Arizona,www.aai.edu,AZ,,,,,,692,0,,,,,1192,,,,,,
Platt College-Aurora,www.plattcolorado.edu,CO,,,28499,28499,22,239,0,49,,,,321,,,,,,
Platt College-Berks Technical Institute,www.berks.edu,PA,,,,,,777,290,,,,,1666,,,,,,
Platt College-Edge Tech Academy,edgetechacademy.edu/,TX,,,,,,24,0,,,,,24,,,,,,
Platt College-Lawton,www.plattcolleges.edu,OK,,,,,,184,21,,,,,368,,,,,,
Platt College-Los Angeles,www.plattcollege.edu,CA,,,22476,22476,,570,201,49,,,,1025,,,,,,12
Platt College-McCann-Allentown,www.mccann.edu,PA,,,,,,704,121,,,,,1368,,,,,,
Platt College-McCann-Lewisburg,www.mccann.edu,PA,,,,,,318,86,,,,,549,,,,,,
Platt College-McCann-Monroe,www.mccann.edu,LA,,,,,,607,131,,,,,1212,,,,,,
Platt College-McCann-Shreveport,www.mccann.edu,LA,,,,,,,,,,,,,,,,,,
Platt College-Miller-Motte Technical-Augusta,www.miller-motte.edu,GA,,,,,,495,101,,,,,990,,,,,,
Platt College-Miller-Motte Technical-Charleston,miller-motte.edu,SC,,,,,,671,102,,,,,1245,,,,,,
Platt College-Miller-Motte Technical-Chattanooga,www.miller-motte.edu,TN,,,,,,526,79,,,,,1140,,,,,,
Platt College-Miller-Motte Technical-Columbus,www.miller-motte.edu,GA,,,,,,709,193,,,,,1272,,,,,,
Platt College-Miller-Motte Technical-Conway,www.miller-motte.edu,SC,,,,,,1342,80,,,,,3205,,,,,,
Platt College-Miller-Motte Technical-Macon,www.miller-motte.edu,GA,,,,,,424,107,,,,,855,,,,,,
Platt College-Miller-Motte-Cary,www.miller-motte.edu,NC,,,,,,377,36,,,,,613,,,,,,
Platt College-Miller-Motte-Fayetteville,www.miller-motte.edu,NC,,,,,,628,109,,,,,1504,,,,,,
Platt College-Miller-Motte-Jacksonville,www.miller-motte.edu,NC,,,,,,493,90,,,,,1046,,,,,,
Platt College-Miller-Motte-Raleigh,www.miller-motte.edu,NC,,,,,,627,92,,,,,1062,,,,,,
Platt College-Miller-Motte-Wilmington,www.miller-motte.edu,NC,,,,,,1867,425,139,,,,4672,,,,,,555
Platt College-Moore,www.plattcolleges.edu,OK,,,,,,307,61,,,,,438,,,,,,
Platt College-OKC-Ann Arbor,www.plattcolleges.edu,OK,,,,,,,,,,,,,,,,,,
Platt College-OKC-Memorial,www.plattcolleges.edu,OK,,,,,,269,47,2,,,,381,,,,,,
Platt College-Ontario,www.plattcollege.edu,CA,,,22476,22476,,510,213,46,,,,761,,,,,,18
Platt College-Riverside,www.plattcollege.edu,CA,,,22476,22476,,484,218,39,,,,739,,,,,,32
Platt College-San Diego,www.platt.edu,CA,,,32092,32092,,145,49,41,,,,239,145,,,,,
Platt College-STVT-Corpus Christi,www.stvt.edu,TX,,,,,,380,0,,,,,622,,,,,,
Platt College-STVT-McAllen,www.stvt.edu,TX,,,,,,425,0,,,,,728,,,,,,
Platt College-STVT-San Antonio,www.stvt.edu/,TX,,,,,,610,0,,,,,903,,,,,,
Platt Technical High School/Stratford Aviation,www.cttech.org/platt,CT,,,,,,54,0,,,,,37,,,,,,
Plaza College,WWW.PLAZACOLLEGE.EDU,NY,,,16400,16400,30,902,204,52,,,,1504,,,,,,823
Plymouth State University,www.plymouth.edu,NH,37620,28950,27850,19180,82,4222,0,764,,,,4434,417,,135,34,59,890
Point Loma Nazarene University,www.pointloma.edu,CA,51308,51308,41984,41984,69,3135,0,893,580,560,24,3475,152,97,276,18,32,658
Point Park University,www.pointpark.edu,PA,46090,46090,34570,34570,65,3196,3,662,500,480,20,3846,255,69,42,,,658
Point University,point.edu,GA,30500,30500,23750,23750,53,2213,34,207,440,440,16,2232,71,,55,,,298
Polaris Career Center,www.polaris.edu,OH,,,,,,198,0,,,,,257,,,,,,
Polk State College,www.polk.edu,FL,,,21127,12221,,10591,1675,441,,,,15190,145,,,,,1255
Polytech Adult Education,www.polytechworks.com,DE,,,,,,317,0,,,,,191,,,,,,
Polytechnic University of Puerto Rico-Miami,www.pupr.edu,FL,,,17766,17766,,73,0,12,,,,79,,,,,,73
Polytechnic University of Puerto Rico-Orlando,www.pupr.edu/,FL,,,18859,18859,,165,0,11,,,,214,,123,,,,41
Pomeroy College of Nursing at Crouse Hospital,www.crouse.org/nursing,NY,26914,26914,20851,20851,66,247,100,,,,,323,,,,,,
Pomona College,www.pomona.edu,CA,71996,71996,55280,55280,8,1573,0,419,700,700,31,1720,,,105,58,57,
Pomona Unified School District Adult and Career Education,www.pusd.org/ace,CA,,,,,,156,0,,,,,222,,,,,,
Ponca City Beauty College,www.poncacitybeautycollege.net,OK,,,,,,36,0,,,,,57,,,,,,
Pontifical College Josephinum,WWW.PCJ.EDU,OH,40050,40050,,,83,90,0,23,,,,91,,,,,,
Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,www.dhs.edu/,DC,,,,,,0,0,0,,,,,,,,,,
Pontifical John Paul II Institute for Studies on Marriage and Family,www.johnpaulii.edu,DC,,,,,,0,0,0,,,,,,,,,,
Pontotoc Technology Center,www.pontotoctech.edu,OK,,,,,,98,0,,,,,101,,,,,,
Pope St John XXIII National Seminary,www.psjs.edu,MA,,,,,,0,0,0,,,,,,,,,,
Poplar Bluff Technical Career Center,www.poplarbluffschools.net,MO,,,,,,21,0,,,,,26,,,,,,
Port Huron Cosmetology College,www.michigancollegeofbeauty.com/,MI,,,,,,47,0,,,,,78,,,,,,
Portage Lakes Career Center,www.plcc.edu,OH,,,,,,69,0,,,,,117,,,,,,
Porter and Chester Institute of Branford,www.porterchester.com,CT,,,23033,23033,,260,0,,,,,441,,,,,,
Porter and Chester Institute of Stratford,www.porterchester.com,CT,,,23033,23033,,1982,0,,,,,3853,,,,,,
Porterville College,www.portervillecollege.edu,CA,,,13514,7550,,4285,420,,,,,5284,,,,,,
Portland Actors Conservatory,pac.edu,OR,,,20169,20169,0,6,0,,,,,24,,,,,,
Portland Community College,www.pcc.edu,OR,,,14659,9799,,27046,3579,,,,,48270,,,,,,
Portland State University,www.pdx.edu,OR,44417,26085,31202,12870,90,20357,0,4559,510,500,18,26501,16,1366,1022,266,332,3544
Post University,www.post.edu/,CT,33560,33560,22060,22060,53,9049,202,815,,,,15609,,,59,16,,3598
Potomac State College of West Virginia University,www.potomacstatecollege.edu,WV,23420,16532,14896,8008,,1340,196,16,,,,1652,105,64,,,,92
Poway Adult School,www.powayadultschool.com,CA,,,,,,78,0,,,,,189,,,,,,
Prairie State College,www.prairiestate.edu,IL,,,19768,18046,,3946,408,,,,,8719,,,,,,
Prairie View A & M University,www.pvamu.edu,TX,39157,24847,29466,15156,74,8524,0,1101,450,440,16,8533,,1112,631,44,87,1113
Pratt Community College,www.prattcc.edu,KS,14218,13766,9518,9066,,1234,165,,,,,1640,,,,,,
Pratt Institute-Main,www.pratt.edu,NY,67742,67742,56620,56620,51,3634,52,754,520,530,25,4220,53,,,,,
Praxis Institute,www.praxis.edu,FL,,,,,,407,0,,,,,473,,,,,,
Precision Manufacturing Institute,www.goPMI.org,PA,,,21882,21882,,31,0,,,,,101,,,,,,
Premier Barber Institute,www.premierbarberinstitute.com,PA,,,,,,63,0,,,,,76,,,,,,
Premiere Career College,www.premierecollege.edu,CA,,,,,,162,0,,,,,439,,,,,,
Preparing People Barber Styling College,preparingpeoplebsc.com,TX,,,,,,26,0,,,,,76,,,,,,
Presbyterian College,https://www.presby.edu,SC,52910,52910,43430,43430,69,1080,0,187,510,500,19,1043,26,,122,14,29,131
Presbyterian Theological Seminary in America,ptsa.edu,CA,,,13760,13760,,48,0,4,,,,49,,,,,,
Prescott College,www.prescott.edu,AZ,43295,43295,33973,33973,95,456,0,79,,,,542,57,,,,,
Presentation College,www.presentation.edu,SD,33983,33983,24405,24405,97,686,12,130,480,483,18,922,,,33,,,76
Presidio Graduate School,www.presidio.edu,CA,,,,,,0,0,0,,,,,,,,,,
Prestige Health & Beauty Sciences Academy,phabsa.com,FL,,,,,,30,0,,,,,83,,,,,,
Prince George's Community College,www.pgcc.edu,MD,,,13498,11050,,11885,1041,,,,,16868,,,,,,
Princess Beauty School,www.princessbeautyschool.com,MI,,,,,,20,0,,,,,27,,,,,,
Princess Institute of Beauty,www.piofb.com,CA,,,,,,24,0,,,,,32,,,,,,
Princeton Theological Seminary,www.ptsem.edu,NJ,,,,,,0,0,0,,,,,,,,,,
Princeton University,www.princeton.edu,NJ,70900,70900,,,5,5428,0,1299,710,730,32,5674,,664,279,73,164,
Principia College,www.principiacollege.edu,IL,43080,43080,31470,31470,92,447,0,115,520,508,22,481,33,22,19,6,13,42
Prism Career Institute-Cherry Hill,prismcareerinstitute.edu,NJ,,,,,,61,0,,,,,192,,,,,,
Prism Career Institute-Philadelphia,PrismCareerInstitute.edu,PA,,,,,,77,0,,,,,350,,,,,,
Prism Career Institute-West Atlantic City,prismcareerinstitute.edu,NJ,,,,,,56,0,,,,,173,,,,,,
Pro Way Hair School,www.prowayhairschool.com,GA,,,,,,132,0,,,,,266,,,,,,
Professional Academy of Cosmetology,www.penncosmetology.com,PA,,,,,,5,0,,,,,10,,,,,,
